race_id,driver_id,constructor_id,position,constructor_ref,name_x_x,nationality_x,driver_ref,code,name_y_x,dob,nationality_y,round,circuit_id,name_x_y,race_year,circuit_ref,name_y_y,location,country,latitude,longitude,altitude,grid_y,position_order,points_y,laps_y,stop,lap,time,milliseconds_y
955,1.0,131.0,10.0,mercedes,Mercedes,German,hamilton,HAM,Lewis Hamilton,1985-01-07,British,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,10.0,5.0,10.0,51.0,1.0,15.0,17:31:52,20108.0
955,154.0,210.0,11.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,11.0,13.0,0.0,50.0,1.0,10.0,17:22:51,21132.0
955,154.0,210.0,11.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,11.0,13.0,0.0,50.0,2.0,26.0,17:52:45,23588.0
955,807.0,10.0,12.0,force_india,Force India,Indian,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,12.0,9.0,2.0,51.0,1.0,20.0,17:41:18,20347.0
955,832.0,5.0,13.0,toro_rosso,Toro Rosso,Italian,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,18.0,21.0,0.0,31.0,1.0,4.0,17:11:34,22028.0
955,832.0,5.0,13.0,toro_rosso,Toro Rosso,Italian,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,18.0,21.0,0.0,31.0,2.0,27.0,17:54:32,21030.0
955,4.0,1.0,14.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,13.0,19.0,0.0,42.0,1.0,5.0,17:13:24,20282.0
955,4.0,1.0,14.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,13.0,19.0,0.0,42.0,2.0,24.0,17:48:59,20654.0
955,821.0,210.0,15.0,haas,Haas F1 Team,American,gutierrez,GUT,Esteban Gutiérrez,1991-08-05,Mexican,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,14.0,16.0,0.0,50.0,1.0,8.0,17:19:20,29227.0
955,821.0,210.0,15.0,haas,Haas F1 Team,American,gutierrez,GUT,Esteban Gutiérrez,1991-08-05,Mexican,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,14.0,16.0,0.0,50.0,2.0,29.0,17:58:37,21533.0
955,831.0,15.0,16.0,sauber,Sauber,Swiss,nasr,NAS,Felipe Nasr,1992-08-21,Brazilian,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,15.0,12.0,0.0,50.0,1.0,7.0,17:17:13,20670.0
955,831.0,15.0,16.0,sauber,Sauber,Swiss,nasr,NAS,Felipe Nasr,1992-08-21,Brazilian,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,15.0,12.0,0.0,50.0,2.0,24.0,17:49:03,20713.0
955,837.0,209.0,17.0,manor,Manor Marussia,British,haryanto,HAR,Rio Haryanto,1993-01-22,Indonesian,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,16.0,18.0,0.0,49.0,1.0,1.0,17:05:57,33405.0
955,836.0,209.0,18.0,manor,Manor Marussia,British,wehrlein,WEH,Pascal Wehrlein,1994-10-18,German,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,17.0,20.0,0.0,39.0,1.0,29.0,17:58:28,26187.0
955,18.0,1.0,19.0,mclaren,McLaren,British,button,BUT,Jenson Button,1980-01-19,British,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,19.0,11.0,0.0,51.0,1.0,6.0,17:15:21,20185.0
955,18.0,1.0,19.0,mclaren,McLaren,British,button,BUT,Jenson Button,1980-01-19,British,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,19.0,11.0,0.0,51.0,2.0,25.0,17:50:53,20640.0
955,828.0,15.0,20.0,sauber,Sauber,Swiss,ericsson,ERI,Marcus Ericsson,1990-09-02,Swedish,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,20.0,17.0,0.0,50.0,1.0,16.0,17:34:12,21083.0
955,828.0,15.0,20.0,sauber,Sauber,Swiss,ericsson,ERI,Marcus Ericsson,1990-09-02,Swedish,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,20.0,17.0,0.0,50.0,2.0,25.0,17:51:13,20559.0
955,825.0,4.0,21.0,renault,Renault,French,kevin_magnussen,MAG,Kevin Magnussen,1992-10-05,Danish,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,22.0,14.0,0.0,50.0,1.0,6.0,17:15:24,20772.0
955,835.0,4.0,22.0,renault,Renault,French,jolyon_palmer,PAL,Jolyon Palmer,1991-01-20,British,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,21.0,15.0,0.0,50.0,1.0,11.0,17:24:54,20965.0
955,835.0,4.0,22.0,renault,Renault,French,jolyon_palmer,PAL,Jolyon Palmer,1991-01-20,British,8,73,European Grand Prix,2016,BAK,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,-7,21.0,15.0,0.0,50.0,2.0,31.0,18:02:14,20561.0
956,1.0,131.0,1.0,mercedes,Mercedes,German,hamilton,HAM,Lewis Hamilton,1985-01-07,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,1.0,1.0,25.0,71.0,1.0,21.0,14:28:15,22918.0
956,1.0,131.0,1.0,mercedes,Mercedes,German,hamilton,HAM,Lewis Hamilton,1985-01-07,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,1.0,1.0,25.0,71.0,2.0,28.0,14:38:16,16983.0
956,1.0,131.0,1.0,mercedes,Mercedes,German,hamilton,HAM,Lewis Hamilton,1985-01-07,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,1.0,1.0,25.0,71.0,3.0,29.0,14:40:21,18716.0
956,1.0,131.0,1.0,mercedes,Mercedes,German,hamilton,HAM,Lewis Hamilton,1985-01-07,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,1.0,1.0,25.0,71.0,4.0,54.0,15:10:44,22109.0
956,3.0,131.0,2.0,mercedes,Mercedes,German,rosberg,ROS,Nico Rosberg,1985-06-27,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,6.0,4.0,12.0,71.0,1.0,10.0,14:15:15,21890.0
956,3.0,131.0,2.0,mercedes,Mercedes,German,rosberg,ROS,Nico Rosberg,1985-06-27,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,6.0,4.0,12.0,71.0,2.0,28.0,14:38:13,17959.0
956,3.0,131.0,2.0,mercedes,Mercedes,German,rosberg,ROS,Nico Rosberg,1985-06-27,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,6.0,4.0,12.0,71.0,3.0,29.0,14:40:18,18220.0
956,3.0,131.0,2.0,mercedes,Mercedes,German,rosberg,ROS,Nico Rosberg,1985-06-27,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,6.0,4.0,12.0,71.0,4.0,55.0,15:11:53,21035.0
956,807.0,10.0,3.0,force_india,Force India,Indian,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,2.0,19.0,0.0,64.0,1.0,8.0,14:12:55,22601.0
956,807.0,10.0,3.0,force_india,Force India,Indian,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,2.0,19.0,0.0,64.0,2.0,24.0,14:32:37,21580.0
956,807.0,10.0,3.0,force_india,Force India,Indian,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,2.0,19.0,0.0,64.0,3.0,28.0,14:38:40,16227.0
956,807.0,10.0,3.0,force_india,Force India,Indian,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,2.0,19.0,0.0,64.0,4.0,29.0,14:40:42,19028.0
956,807.0,10.0,3.0,force_india,Force India,Indian,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,2.0,19.0,0.0,64.0,5.0,50.0,15:06:56,27834.0
956,20.0,6.0,4.0,ferrari,Ferrari,Italian,vettel,VET,Sebastian Vettel,1987-07-03,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,9.0,21.0,0.0,26.0,,,,
956,18.0,1.0,5.0,mclaren,McLaren,British,button,BUT,Jenson Button,1980-01-19,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,3.0,6.0,8.0,71.0,1.0,9.0,14:14:05,22859.0
956,18.0,1.0,5.0,mclaren,McLaren,British,button,BUT,Jenson Button,1980-01-19,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,3.0,6.0,8.0,71.0,2.0,26.0,14:35:01,22035.0
956,18.0,1.0,5.0,mclaren,McLaren,British,button,BUT,Jenson Button,1980-01-19,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,3.0,6.0,8.0,71.0,3.0,28.0,14:38:27,18307.0
956,18.0,1.0,5.0,mclaren,McLaren,British,button,BUT,Jenson Button,1980-01-19,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,3.0,6.0,8.0,71.0,4.0,29.0,14:40:31,18964.0
956,8.0,6.0,6.0,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi Räikkönen,1979-10-17,Finnish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,4.0,3.0,15.0,71.0,1.0,22.0,14:29:32,21916.0
956,8.0,6.0,6.0,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi Räikkönen,1979-10-17,Finnish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,4.0,3.0,15.0,71.0,2.0,28.0,14:38:20,21206.0
956,8.0,6.0,6.0,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi Räikkönen,1979-10-17,Finnish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,4.0,3.0,15.0,71.0,3.0,29.0,14:40:26,18455.0
956,817.0,9.0,7.0,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel Ricciardo,1989-07-01,Australian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,5.0,5.0,10.0,71.0,1.0,14.0,14:20:04,21183.0
956,817.0,9.0,7.0,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel Ricciardo,1989-07-01,Australian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,5.0,5.0,10.0,71.0,2.0,28.0,14:38:18,19408.0
956,817.0,9.0,7.0,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel Ricciardo,1989-07-01,Australian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,5.0,5.0,10.0,71.0,3.0,29.0,14:40:23,18347.0
956,817.0,9.0,7.0,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel Ricciardo,1989-07-01,Australian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,5.0,5.0,10.0,71.0,4.0,60.0,15:18:09,22284.0
956,822.0,3.0,8.0,williams,Williams,British,bottas,BOT,Valtteri Bottas,1989-08-28,Finnish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,7.0,9.0,2.0,70.0,1.0,9.0,14:14:09,21047.0
956,822.0,3.0,8.0,williams,Williams,British,bottas,BOT,Valtteri Bottas,1989-08-28,Finnish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,7.0,9.0,2.0,70.0,2.0,28.0,14:38:22,20876.0
956,822.0,3.0,8.0,williams,Williams,British,bottas,BOT,Valtteri Bottas,1989-08-28,Finnish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,7.0,9.0,2.0,70.0,3.0,29.0,14:40:27,17800.0
956,822.0,3.0,8.0,williams,Williams,British,bottas,BOT,Valtteri Bottas,1989-08-28,Finnish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,7.0,9.0,2.0,70.0,4.0,51.0,15:07:54,21639.0
956,830.0,9.0,9.0,red_bull,Red Bull,Austrian,max_verstappen,VER,Max Verstappen,1997-09-30,Dutch,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,8.0,2.0,18.0,71.0,1.0,15.0,14:21:12,21945.0
956,830.0,9.0,9.0,red_bull,Red Bull,Austrian,max_verstappen,VER,Max Verstappen,1997-09-30,Dutch,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,8.0,2.0,18.0,71.0,2.0,28.0,14:38:17,17165.0
956,830.0,9.0,9.0,red_bull,Red Bull,Austrian,max_verstappen,VER,Max Verstappen,1997-09-30,Dutch,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,8.0,2.0,18.0,71.0,3.0,29.0,14:40:22,18455.0
956,13.0,3.0,10.0,williams,Williams,British,massa,MAS,Felipe Massa,1981-04-25,Brazilian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,0.0,20.0,0.0,63.0,1.0,12.0,14:18:00,21097.0
956,13.0,3.0,10.0,williams,Williams,British,massa,MAS,Felipe Massa,1981-04-25,Brazilian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,0.0,20.0,0.0,63.0,2.0,28.0,14:38:33,17388.0
956,13.0,3.0,10.0,williams,Williams,British,massa,MAS,Felipe Massa,1981-04-25,Brazilian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,0.0,20.0,0.0,63.0,3.0,29.0,14:40:35,19015.0
956,13.0,3.0,10.0,williams,Williams,British,massa,MAS,Felipe Massa,1981-04-25,Brazilian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,0.0,20.0,0.0,63.0,4.0,56.0,15:13:53,21231.0
956,821.0,210.0,11.0,haas,Haas F1 Team,American,gutierrez,GUT,Esteban Gutiérrez,1991-08-05,Mexican,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,11.0,11.0,0.0,70.0,1.0,21.0,14:29:00,22053.0
956,821.0,210.0,11.0,haas,Haas F1 Team,American,gutierrez,GUT,Esteban Gutiérrez,1991-08-05,Mexican,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,11.0,11.0,0.0,70.0,2.0,28.0,14:38:43,16475.0
956,821.0,210.0,11.0,haas,Haas F1 Team,American,gutierrez,GUT,Esteban Gutiérrez,1991-08-05,Mexican,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,11.0,11.0,0.0,70.0,3.0,29.0,14:40:44,18308.0
956,821.0,210.0,11.0,haas,Haas F1 Team,American,gutierrez,GUT,Esteban Gutiérrez,1991-08-05,Mexican,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,11.0,11.0,0.0,70.0,4.0,41.0,14:56:13,21921.0
956,836.0,209.0,12.0,manor,Manor Marussia,British,wehrlein,WEH,Pascal Wehrlein,1994-10-18,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,12.0,10.0,1.0,70.0,1.0,13.0,14:19:05,22613.0
956,836.0,209.0,12.0,manor,Manor Marussia,British,wehrlein,WEH,Pascal Wehrlein,1994-10-18,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,12.0,10.0,1.0,70.0,2.0,23.0,14:31:36,23738.0
956,836.0,209.0,12.0,manor,Manor Marussia,British,wehrlein,WEH,Pascal Wehrlein,1994-10-18,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,12.0,10.0,1.0,70.0,3.0,27.0,14:38:14,18064.0
956,836.0,209.0,12.0,manor,Manor Marussia,British,wehrlein,WEH,Pascal Wehrlein,1994-10-18,German,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,12.0,10.0,1.0,70.0,4.0,28.0,14:40:19,18342.0
956,154.0,210.0,13.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,13.0,7.0,6.0,71.0,1.0,26.0,14:35:02,22662.0
956,154.0,210.0,13.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,13.0,7.0,6.0,71.0,2.0,28.0,14:38:29,18860.0
956,154.0,210.0,13.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,13.0,7.0,6.0,71.0,3.0,29.0,14:40:32,19554.0
956,4.0,1.0,14.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,14.0,18.0,0.0,64.0,1.0,8.0,14:13:00,21924.0
956,4.0,1.0,14.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,14.0,18.0,0.0,64.0,2.0,26.0,14:35:08,22879.0
956,4.0,1.0,14.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,14.0,18.0,0.0,64.0,3.0,28.0,14:38:36,16764.0
956,4.0,1.0,14.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,14.0,18.0,0.0,64.0,4.0,29.0,14:40:38,18194.0
956,832.0,5.0,15.0,toro_rosso,Toro Rosso,Italian,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,15.0,8.0,4.0,71.0,1.0,9.0,14:14:11,22605.0
956,832.0,5.0,15.0,toro_rosso,Toro Rosso,Italian,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,15.0,8.0,4.0,71.0,2.0,28.0,14:38:24,33462.0
956,832.0,5.0,15.0,toro_rosso,Toro Rosso,Italian,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,15.0,8.0,4.0,71.0,3.0,29.0,14:40:43,18636.0
956,815.0,10.0,16.0,force_india,Force India,Indian,perez,PER,Sergio Pérez,1990-01-26,Mexican,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,16.0,17.0,0.0,69.0,1.0,9.0,14:14:12,21883.0
956,815.0,10.0,16.0,force_india,Force India,Indian,perez,PER,Sergio Pérez,1990-01-26,Mexican,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,16.0,17.0,0.0,69.0,2.0,26.0,14:35:10,21412.0
956,815.0,10.0,16.0,force_india,Force India,Indian,perez,PER,Sergio Pérez,1990-01-26,Mexican,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,16.0,17.0,0.0,69.0,3.0,28.0,14:38:37,16544.0
956,815.0,10.0,16.0,force_india,Force India,Indian,perez,PER,Sergio Pérez,1990-01-26,Mexican,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,16.0,17.0,0.0,69.0,4.0,29.0,14:40:39,17970.0
956,825.0,4.0,17.0,renault,Renault,French,kevin_magnussen,MAG,Kevin Magnussen,1992-10-05,Danish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,17.0,14.0,0.0,70.0,1.0,11.0,14:16:43,22033.0
956,825.0,4.0,17.0,renault,Renault,French,kevin_magnussen,MAG,Kevin Magnussen,1992-10-05,Danish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,17.0,14.0,0.0,70.0,2.0,28.0,14:38:32,17721.0
956,825.0,4.0,17.0,renault,Renault,French,kevin_magnussen,MAG,Kevin Magnussen,1992-10-05,Danish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,17.0,14.0,0.0,70.0,3.0,29.0,14:40:34,19611.0
956,825.0,4.0,17.0,renault,Renault,French,kevin_magnussen,MAG,Kevin Magnussen,1992-10-05,Danish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,17.0,14.0,0.0,70.0,4.0,49.0,15:05:46,27119.0
956,835.0,4.0,18.0,renault,Renault,French,jolyon_palmer,PAL,Jolyon Palmer,1991-01-20,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,19.0,12.0,0.0,70.0,1.0,12.0,14:17:57,21745.0
956,835.0,4.0,18.0,renault,Renault,French,jolyon_palmer,PAL,Jolyon Palmer,1991-01-20,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,19.0,12.0,0.0,70.0,2.0,28.0,14:38:35,16851.0
956,835.0,4.0,18.0,renault,Renault,French,jolyon_palmer,PAL,Jolyon Palmer,1991-01-20,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,19.0,12.0,0.0,70.0,3.0,29.0,14:40:37,18382.0
956,835.0,4.0,18.0,renault,Renault,French,jolyon_palmer,PAL,Jolyon Palmer,1991-01-20,British,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,19.0,12.0,0.0,70.0,4.0,50.0,15:06:59,22728.0
956,837.0,209.0,19.0,manor,Manor Marussia,British,haryanto,HAR,Rio Haryanto,1993-01-22,Indonesian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,20.0,16.0,0.0,70.0,1.0,27.0,14:36:58,23326.0
956,837.0,209.0,19.0,manor,Manor Marussia,British,haryanto,HAR,Rio Haryanto,1993-01-22,Indonesian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,20.0,16.0,0.0,70.0,2.0,28.0,14:38:45,16218.0
956,837.0,209.0,19.0,manor,Manor Marussia,British,haryanto,HAR,Rio Haryanto,1993-01-22,Indonesian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,20.0,16.0,0.0,70.0,3.0,29.0,14:40:46,17828.0
956,837.0,209.0,19.0,manor,Manor Marussia,British,haryanto,HAR,Rio Haryanto,1993-01-22,Indonesian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,20.0,16.0,0.0,70.0,4.0,50.0,15:07:11,25234.0
956,826.0,5.0,20.0,toro_rosso,Toro Rosso,Italian,kvyat,KVY,Daniil Kvyat,1994-04-26,Russian,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,0.0,22.0,0.0,2.0,,,,
956,828.0,15.0,21.0,sauber,Sauber,Swiss,ericsson,ERI,Marcus Ericsson,1990-09-02,Swedish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,18.0,15.0,0.0,70.0,1.0,12.0,14:18:03,22980.0
956,828.0,15.0,21.0,sauber,Sauber,Swiss,ericsson,ERI,Marcus Ericsson,1990-09-02,Swedish,9,70,Austrian Grand Prix,2016,red_bull_ring,Red Bull Ring,Spielburg,Austria,47.2197,14.7647,678,18.0,15.0,0.0,70.0,2.0,28.0,14:38:39,16419.0
